employee_id,age,gender,marital_status,salary,employment_type,region,has_dependents,tenure_years,enrolled
12233,37,Male,Married,54282.92,Full-time,Midwest,Yes,1.6,1
12234,28,Male,Single,41016.09,Full-time,West,Yes,6.1,0
12235,35,Female,Married,76096.37,Full-time,West,Yes,4.2,1
12236,30,Male,Single,105244.52,Full-time,West,Yes,0.3,1
12237,36,Female,Single,60862.08,Full-time,Northeast,Yes,3.1,1
12238,42,Male,Married,58045.8,Part-time,Northeast,No,1.6,0
12239,56,Male,Single,77307.89,Full-time,Midwest,No,13.4,1
12240,23,Female,Married,52086.75,Contract,West,Yes,2.6,0
12241,48,Female,Single,87442.98,Full-time,South,Yes,10.5,1
12242,23,Male,Single,71184.65,Part-time,Midwest,No,0.1,0
12243,56,Male,Married,64600.82,Full-time,Northeast,No,0.4,1
12244,39,Male,Divorced,53388.27,Full-time,Midwest,Yes,2.0,1
12245,35,Female,Single,78231.03,Full-time,Northeast,No,8.7,1
12246,41,Female,Married,58337.04,Full-time,South,Yes,3.1,1
12247,39,Male,Single,75638.22,Full-time,West,Yes,7.0,1
12248,31,Female,Married,70986.34,Full-time,West,Yes,1.3,1
12249,46,Female,Married,84371.36,Full-time,West,No,0.5,1
12250,23,Male,Single,67384.67,Full-time,South,Yes,1.1,1
12251,46,Other,Married,111745.22,Part-time,South,Yes,4.1,1
12252,54,Female,Single,73324.57,Full-time,South,No,8.2,1
12253,57,Male,Single,67194.05,Full-time,South,No,2.4,1
12254,52,Male,Married,59164.32,Full-time,Northeast,Yes,0.9,1
12255,35,Male,Married,78150.06,Part-time,Midwest,No,4.1,0
12256,22,Male,Married,59500.88,Part-time,South,No,0.9,0
12257,37,Female,Married,53386.95,Full-time,Northeast,Yes,3.4,1
12258,24,Male,Married,57969.73,Part-time,Midwest,Yes,0.4,0
12259,56,Female,Married,62117.69,Part-time,Midwest,Yes,6.7,1
12260,62,Female,Single,98746.76,Full-time,South,No,6.5,1
12261,27,Female,Married,69387.1,Full-time,South,No,3.1,0
12262,46,Female,Married,55084.92,Full-time,Midwest,Yes,0.2,1
12263,34,Male,Married,81331.9,Full-time,Midwest,Yes,1.3,1
12264,55,Male,Married,67827.64,Full-time,Northeast,No,0.6,1
12265,29,Female,Single,84421.45,Full-time,South,No,3.0,0
12266,42,Male,Married,93676.37,Full-time,Midwest,Yes,0.4,1
12267,55,Male,Single,42623.59,Full-time,Midwest,Yes,8.2,1
12268,25,Female,Married,29373.57,Part-time,West,No,7.6,0
12269,46,Female,Married,94872.03,Full-time,South,Yes,0.7,1
12270,36,Male,Divorced,54690.16,Full-time,Northeast,No,4.7,0
12271,25,Female,Married,39522.35,Contract,Northeast,Yes,4.8,0
12272,33,Female,Divorced,57127.06,Full-time,West,No,2.0,0
12273,53,Male,Married,50485.84,Full-time,South,Yes,0.7,1
12274,53,Male,Widowed,53412.24,Full-time,Northeast,No,0.6,0
12275,49,Female,Married,77836.15,Part-time,West,Yes,5.4,1
12276,34,Male,Widowed,59609.04,Full-time,Northeast,No,1.0,0
12277,52,Male,Single,40731.91,Part-time,Northeast,Yes,3.7,0
12278,35,Female,Single,65488.1,Contract,West,Yes,8.0,1
12279,41,Female,Married,52232.72,Full-time,Midwest,Yes,3.6,1
12280,39,Male,Widowed,61259.78,Full-time,Midwest,No,14.6,1
12281,50,Male,Married,62118.43,Full-time,Northeast,No,4.1,1
12282,27,Male,Single,77682.23,Full-time,South,No,1.5,0
12283,53,Other,Married,57419.18,Full-time,South,Yes,7.7,1
12284,50,Male,Married,75466.75,Part-time,South,Yes,1.5,1
12285,64,Female,Single,41073.26,Full-time,West,Yes,14.2,1
12286,23,Female,Married,78481.47,Full-time,Northeast,Yes,2.6,1
12287,44,Male,Widowed,84483.95,Full-time,West,No,12.3,1
12288,40,Other,Divorced,61546.47,Full-time,South,Yes,0.8,1
12289,52,Female,Single,52721.15,Full-time,West,Yes,0.0,1
12290,26,Female,Single,48835.99,Full-time,Midwest,No,0.9,0
12291,40,Male,Single,64617.69,Part-time,South,No,0.4,0
12292,55,Female,Single,83241.08,Full-time,South,No,5.3,1
12293,31,Female,Single,58613.33,Contract,Midwest,No,1.2,0
12294,46,Other,Married,81671.63,Contract,Midwest,Yes,4.1,1
12295,23,Male,Single,47729.24,Full-time,Northeast,No,4.4,0
12296,32,Female,Divorced,59726.86,Full-time,West,Yes,4.7,1
12297,52,Male,Divorced,64346.06,Full-time,Northeast,Yes,7.1,1
12298,36,Male,Single,68245.92,Full-time,Northeast,Yes,0.6,1
12299,30,Male,Widowed,60008.6,Full-time,Northeast,Yes,0.2,1
12300,44,Female,Married,83699.65,Full-time,Northeast,Yes,0.1,1
12301,40,Male,Married,83935.16,Full-time,Midwest,Yes,0.4,1
12302,30,Female,Single,62377.69,Full-time,Midwest,No,1.9,0
12303,56,Other,Married,57192.55,Full-time,West,No,13.7,0
12304,42,Male,Single,55993.77,Full-time,West,No,1.7,0
12305,30,Female,Married,80515.87,Full-time,West,No,2.4,0
12306,49,Male,Single,55024.77,Full-time,Midwest,No,6.7,0
12307,28,Male,Married,43079.15,Contract,South,Yes,10.0,0
12308,37,Female,Single,45317.63,Full-time,South,Yes,14.2,1
12309,37,Female,Single,75004.64,Contract,West,Yes,7.0,1
12310,54,Female,Married,44519.61,Full-time,South,No,2.8,0
12311,25,Female,Married,59016.18,Full-time,Northeast,No,1.0,0
12312,25,Male,Married,66532.38,Full-time,West,Yes,3.6,1
12313,60,Male,Single,39768.42,Part-time,South,Yes,0.9,0
12314,61,Female,Divorced,67734.09,Full-time,Northeast,Yes,0.2,1
12315,38,Male,Married,60131.47,Contract,Northeast,Yes,10.1,1
12316,58,Male,Single,36390.42,Full-time,Northeast,No,2.7,0
12317,60,Female,Married,67928.38,Full-time,Northeast,Yes,2.8,1
12318,50,Male,Married,70937.02,Full-time,South,No,3.8,1
12319,57,Male,Single,67770.15,Part-time,Midwest,No,2.4,0
12320,59,Female,Married,72564.67,Contract,Northeast,Yes,2.4,1
12321,60,Female,Married,68871.76,Full-time,West,No,9.9,1
12322,58,Female,Married,75952.28,Part-time,South,No,6.8,0
12323,56,Female,Single,50812.07,Part-time,Northeast,No,1.0,0
12324,28,Male,Divorced,44047.6,Full-time,West,No,1.4,0
12325,48,Female,Single,47580.18,Full-time,Northeast,Yes,4.3,1
12326,49,Female,Divorced,52817.62,Full-time,Midwest,No,3.4,0
12327,43,Male,Single,95329.34,Full-time,Northeast,Yes,5.8,1
12328,35,Male,Married,52950.31,Part-time,Midwest,No,5.2,0
12329,28,Female,Married,57173.44,Full-time,West,Yes,4.9,0
12330,58,Female,Single,61485.35,Part-time,South,No,8.5,0
12331,43,Female,Married,59648.78,Part-time,Northeast,Yes,5.8,0
12332,26,Female,Married,92228.15,Part-time,Midwest,Yes,1.1,0
12333,23,Female,Single,39115.93,Full-time,West,No,8.2,0
12334,48,Other,Married,97780.58,Full-time,Northeast,No,1.6,1
12335,42,Female,Married,67170.41,Full-time,Northeast,No,9.7,1
12336,59,Male,Single,79422.28,Contract,Northeast,Yes,7.0,1
12337,36,Female,Widowed,65305.54,Full-time,Midwest,No,0.3,1
12338,42,Male,Divorced,77229.04,Full-time,South,No,5.9,1
12339,31,Female,Single,50834.61,Full-time,West,Yes,2.8,1
12340,44,Female,Married,44675.41,Full-time,Midwest,No,15.1,0
12341,60,Female,Single,103896.82,Full-time,South,Yes,2.5,1
12342,26,Female,Married,93702.07,Full-time,West,No,0.3,0
12343,22,Male,Divorced,49193.32,Full-time,Midwest,Yes,1.4,0
12344,34,Male,Single,75748.21,Contract,Midwest,Yes,2.2,1
12345,42,Male,Married,82368.15,Full-time,South,No,3.6,1
12346,47,Female,Married,74902.82,Part-time,West,No,0.7,0
12347,42,Female,Single,61875.09,Full-time,South,No,2.9,1
12348,39,Female,Divorced,95367.49,Part-time,South,No,2.6,0
12349,58,Male,Married,75314.94,Contract,Midwest,Yes,7.2,1
12350,53,Female,Married,51081.45,Contract,South,Yes,1.4,0
12351,57,Female,Married,59196.71,Full-time,Northeast,Yes,2.4,1
12352,38,Male,Single,48950.35,Part-time,Northeast,Yes,2.0,0
12353,56,Female,Single,63389.05,Full-time,Northeast,Yes,4.0,1
12354,32,Female,Divorced,62903.82,Full-time,Northeast,No,7.2,1
12355,42,Female,Married,76330.44,Full-time,West,Yes,4.5,1
12356,47,Male,Married,76109.72,Full-time,South,No,2.5,1
12357,25,Female,Single,70825.09,Full-time,South,Yes,4.1,1
12358,55,Male,Married,70420.98,Full-time,Northeast,Yes,1.6,1
12359,39,Other,Widowed,80649.0,Part-time,West,Yes,0.6,1
12360,61,Male,Single,61612.43,Full-time,South,Yes,1.5,1
12361,56,Male,Single,29104.07,Full-time,Northeast,Yes,2.3,1
12362,62,Female,Married,96664.52,Full-time,Midwest,No,2.3,1
12363,50,Male,Single,51338.9,Full-time,South,Yes,5.4,1
12364,50,Female,Single,75432.0,Full-time,Midwest,Yes,11.0,1
12365,59,Female,Divorced,59890.68,Full-time,South,Yes,2.0,1
12366,63,Female,Widowed,85970.46,Contract,South,Yes,0.4,1
12367,42,Other,Married,50574.63,Part-time,South,No,0.1,0
12368,63,Male,Married,54338.22,Full-time,Midwest,Yes,0.0,1
12369,34,Female,Divorced,57533.5,Full-time,West,Yes,11.1,1
12370,62,Male,Married,73314.44,Full-time,Midwest,Yes,21.7,1
12371,38,Male,Single,68345.56,Full-time,Northeast,No,0.2,1
12372,30,Female,Single,73478.12,Full-time,West,Yes,1.8,1
12373,62,Male,Single,66901.36,Full-time,Midwest,Yes,4.4,1
12374,22,Female,Single,78980.43,Full-time,Midwest,Yes,0.8,1
12375,23,Female,Single,79231.99,Full-time,Northeast,No,3.6,0
12376,50,Female,Single,87717.2,Full-time,Midwest,Yes,6.7,1
12377,54,Other,Single,70156.95,Contract,West,Yes,7.8,1
12378,31,Male,Single,70085.31,Contract,Midwest,No,4.9,0
12379,61,Female,Married,91505.13,Contract,West,Yes,0.3,1
12380,42,Female,Single,82961.04,Contract,Northeast,No,1.7,0
12381,49,Female,Married,72781.02,Full-time,West,Yes,13.7,1
12382,32,Male,Single,44082.9,Part-time,Midwest,Yes,0.9,0
12383,55,Female,Married,39744.78,Full-time,Northeast,No,2.4,0
12384,29,Male,Widowed,74190.59,Part-time,West,Yes,1.6,0
12385,43,Male,Married,74808.87,Part-time,West,No,0.9,0
12386,29,Female,Married,54158.2,Full-time,South,No,1.6,0
12387,36,Female,Divorced,70308.46,Full-time,South,Yes,0.8,1
12388,38,Female,Single,51302.82,Full-time,Midwest,Yes,8.4,1
12389,44,Female,Widowed,73582.69,Full-time,South,Yes,0.8,1
12390,45,Female,Married,73973.31,Contract,Midwest,Yes,3.9,1
12391,40,Male,Married,73876.14,Part-time,Northeast,Yes,11.4,1
12392,26,Male,Single,70033.03,Full-time,West,No,12.2,0
12393,53,Male,Married,60588.17,Full-time,Northeast,Yes,3.7,1
12394,22,Female,Married,61824.6,Full-time,Northeast,No,1.3,0
12395,44,Male,Married,82386.48,Contract,South,Yes,1.1,1
12396,58,Male,Married,71223.72,Contract,West,Yes,5.5,1
12397,29,Female,Single,72321.33,Full-time,Northeast,No,15.8,0
12398,34,Male,Single,66297.35,Full-time,West,Yes,0.3,1
12399,29,Male,Married,74771.75,Part-time,West,Yes,6.2,0
12400,44,Female,Single,79383.96,Full-time,Northeast,No,0.5,1
12401,64,Male,Single,55580.49,Contract,West,Yes,1.4,0
12402,22,Male,Single,73891.21,Full-time,Midwest,No,3.3,0
12403,45,Male,Single,61608.74,Full-time,West,Yes,1.4,1
12404,56,Female,Married,69707.8,Full-time,Midwest,Yes,4.2,1
12405,45,Female,Single,77528.55,Full-time,Midwest,Yes,2.2,1
12406,38,Male,Divorced,43224.48,Full-time,Midwest,No,1.0,0
12407,26,Female,Married,48742.7,Full-time,Northeast,No,3.0,0
12408,41,Male,Married,55109.1,Part-time,Midwest,Yes,0.1,0
12409,42,Female,Single,54044.83,Part-time,West,Yes,5.4,0
12410,61,Male,Married,62564.77,Full-time,South,Yes,3.0,1
12411,52,Female,Married,90385.71,Full-time,South,Yes,11.7,1
12412,57,Female,Widowed,82676.7,Full-time,South,Yes,0.4,1
12413,32,Female,Married,56291.15,Full-time,Midwest,Yes,5.3,1
12414,36,Male,Married,78033.25,Full-time,Northeast,Yes,1.4,1
12415,40,Male,Divorced,64351.66,Contract,Midwest,Yes,1.9,1
12416,28,Female,Single,70156.24,Contract,South,No,1.7,0
12417,49,Male,Single,50287.11,Full-time,West,Yes,1.8,1
12418,64,Female,Married,45189.75,Part-time,Midwest,Yes,2.3,0
12419,26,Female,Single,75985.23,Part-time,South,Yes,0.1,0
12420,26,Female,Single,65492.69,Contract,West,No,7.5,0
12421,51,Male,Married,72838.96,Full-time,Northeast,No,8.5,1
12422,53,Female,Single,88906.21,Part-time,West,No,0.2,0
12423,29,Female,Married,61418.0,Full-time,Northeast,Yes,6.0,1
12424,31,Female,Divorced,61555.47,Full-time,West,No,0.3,1
12425,59,Male,Single,91529.92,Full-time,Northeast,No,6.6,1
12426,53,Male,Single,65254.84,Full-time,Northeast,Yes,3.8,1
12427,49,Male,Single,52950.39,Full-time,Northeast,No,1.5,0
12428,38,Male,Single,76035.23,Full-time,Midwest,No,3.8,1
12429,52,Female,Single,61434.86,Part-time,West,Yes,2.8,1
12430,29,Female,Single,52660.43,Part-time,Northeast,Yes,4.0,0
12431,61,Male,Married,66345.3,Contract,West,Yes,2.6,1
12432,46,Female,Single,77400.29,Full-time,Midwest,Yes,5.9,1
12433,30,Male,Married,47612.27,Contract,South,Yes,0.2,0
12434,23,Male,Divorced,47263.46,Full-time,South,No,1.7,0
12435,36,Male,Married,63799.11,Full-time,Northeast,Yes,3.3,1
12436,24,Male,Married,48499.51,Full-time,Midwest,Yes,3.5,0
12437,57,Female,Single,45858.91,Part-time,West,Yes,0.7,0
12438,25,Male,Married,65091.74,Full-time,Northeast,Yes,0.3,1
12439,35,Female,Single,81591.06,Part-time,South,No,0.1,0
12440,62,Male,Single,76820.26,Part-time,Midwest,Yes,2.1,1
12441,62,Female,Married,63395.88,Contract,South,Yes,1.6,1
12442,46,Male,Single,84238.58,Contract,Midwest,Yes,3.4,1
12443,31,Male,Single,91024.39,Full-time,South,Yes,2.4,1
12444,42,Male,Divorced,72368.32,Part-time,Northeast,No,2.0,0
12445,57,Male,Divorced,59507.13,Contract,Northeast,Yes,7.4,0
12446,33,Male,Single,88439.24,Contract,Northeast,Yes,3.9,1
12447,48,Female,Single,87778.23,Part-time,South,Yes,4.2,1
12448,61,Female,Married,68800.94,Part-time,West,Yes,1.9,1
12449,23,Female,Married,83342.68,Full-time,South,Yes,6.0,1
12450,34,Female,Single,53280.73,Part-time,South,No,0.7,0
12451,53,Male,Married,33991.4,Full-time,West,Yes,2.1,1
12452,52,Male,Widowed,50432.16,Full-time,Northeast,Yes,0.2,1
12453,37,Other,Single,68098.55,Full-time,South,Yes,0.5,1
12454,53,Female,Divorced,63887.31,Full-time,South,Yes,0.3,1
12455,53,Female,Widowed,79427.94,Full-time,Northeast,Yes,2.3,1
12456,55,Female,Single,42715.17,Part-time,South,Yes,4.8,0
12457,32,Male,Married,43008.33,Part-time,West,Yes,1.5,0
12458,31,Male,Single,76434.57,Full-time,Midwest,Yes,0.1,1
12459,36,Male,Married,43461.1,Full-time,South,No,4.9,0
12460,38,Male,Married,60938.7,Contract,West,Yes,0.9,1
12461,61,Male,Single,65368.44,Full-time,Northeast,Yes,5.1,1
12462,39,Male,Married,55242.66,Full-time,Midwest,Yes,0.0,1
12463,30,Female,Married,73667.92,Full-time,Northeast,No,1.5,0
12464,46,Female,Single,34071.99,Contract,Northeast,Yes,3.9,0
12465,61,Female,Single,92478.92,Full-time,Northeast,Yes,8.2,1
12466,35,Female,Single,60047.96,Contract,Midwest,Yes,5.6,1
12467,46,Male,Married,62445.92,Full-time,West,No,2.4,1
12468,43,Male,Widowed,105403.66,Full-time,West,No,5.1,1
12469,51,Female,Married,44601.49,Full-time,West,No,3.1,0
12470,41,Male,Married,49323.53,Full-time,West,Yes,6.7,1
12471,42,Male,Married,86067.46,Full-time,Midwest,No,5.9,1
12472,53,Male,Single,41653.05,Full-time,Northeast,No,14.9,0
12473,42,Male,Single,72427.71,Full-time,South,Yes,0.4,1
12474,56,Female,Married,55905.78,Full-time,Midwest,No,1.7,0
12475,53,Male,Married,40757.89,Part-time,Northeast,No,0.9,0
12476,51,Female,Married,72902.74,Part-time,South,Yes,4.0,1
12477,60,Female,Widowed,73343.86,Part-time,Northeast,No,4.4,0
12478,33,Male,Married,65020.79,Contract,West,Yes,0.9,1
12479,62,Male,Married,96036.33,Full-time,Midwest,Yes,2.2,1
12480,39,Male,Single,53427.54,Full-time,Midwest,Yes,3.7,1
12481,42,Male,Widowed,77998.6,Full-time,South,Yes,4.3,1
12482,34,Female,Married,69910.12,Full-time,Midwest,No,0.4,1
12483,42,Female,Divorced,79572.83,Full-time,Northeast,No,10.2,1
12484,29,Female,Married,57438.7,Contract,Northeast,Yes,0.1,0
12485,61,Male,Married,44229.96,Part-time,South,No,14.4,0
12486,28,Female,Married,54769.83,Full-time,South,No,1.5,0
12487,44,Female,Single,64043.32,Full-time,South,Yes,1.5,1
12488,53,Female,Married,75213.43,Full-time,South,Yes,2.4,1
12489,32,Female,Divorced,65259.3,Contract,West,No,4.7,0
12490,43,Female,Single,68226.16,Full-time,Northeast,No,0.7,1
12491,43,Female,Single,90883.43,Full-time,Northeast,No,1.2,1
12492,64,Female,Married,64636.67,Contract,Northeast,Yes,13.0,1
12493,46,Male,Single,57014.4,Contract,Northeast,Yes,8.4,0
12494,43,Female,Married,71604.87,Full-time,West,No,1.0,1
12495,49,Male,Married,39262.77,Full-time,South,Yes,3.4,1
12496,50,Male,Single,39230.64,Full-time,Midwest,No,0.9,0
12497,34,Other,Married,62989.21,Part-time,Northeast,Yes,3.2,1
12498,39,Female,Married,51006.49,Full-time,Midwest,Yes,1.8,1
12499,23,Male,Divorced,55876.42,Contract,West,Yes,1.8,0
12500,50,Male,Married,79021.6,Full-time,West,Yes,4.0,1
12501,42,Male,Divorced,72893.67,Full-time,South,Yes,1.2,1
12502,36,Female,Single,63845.37,Part-time,West,No,2.1,0
12503,48,Female,Single,66244.49,Full-time,South,Yes,10.4,1
12504,52,Female,Single,58632.28,Full-time,Midwest,Yes,5.6,1
12505,36,Female,Married,77740.11,Full-time,West,No,1.9,1
12506,44,Male,Divorced,76888.13,Part-time,South,Yes,1.0,1
12507,45,Female,Married,79863.99,Full-time,Midwest,Yes,4.3,1
12508,34,Male,Married,79173.9,Full-time,Northeast,Yes,6.6,1
12509,43,Female,Single,65810.72,Full-time,South,No,7.9,1
12510,64,Female,Single,54526.84,Full-time,South,Yes,3.3,1
12511,58,Female,Divorced,62490.43,Contract,Midwest,No,2.9,0
12512,54,Male,Married,66749.37,Full-time,Midwest,Yes,5.1,1
12513,24,Male,Married,54889.6,Full-time,Midwest,No,0.8,0
12514,40,Male,Single,89448.04,Full-time,Midwest,Yes,7.6,1
12515,44,Female,Divorced,89522.92,Part-time,Midwest,No,0.3,0
12516,50,Male,Married,63198.98,Full-time,South,Yes,3.7,1
12517,51,Male,Married,80463.2,Part-time,Midwest,No,3.6,0
12518,60,Male,Single,73400.32,Full-time,Northeast,No,1.5,1
12519,46,Female,Married,57550.69,Full-time,Midwest,No,0.1,0
12520,58,Male,Divorced,71180.16,Full-time,West,Yes,5.1,1
12521,29,Female,Divorced,53386.16,Full-time,South,Yes,0.1,0
12522,63,Female,Single,51799.96,Full-time,Northeast,Yes,0.8,1
12523,37,Female,Single,72153.55,Full-time,South,Yes,3.1,1
12524,29,Male,Married,72332.12,Full-time,West,No,11.3,0
12525,22,Male,Single,105411.31,Part-time,Midwest,Yes,0.3,0
12526,26,Male,Married,62667.95,Part-time,South,Yes,3.5,0
12527,24,Male,Single,57065.54,Full-time,South,Yes,1.6,0
12528,22,Male,Single,78841.31,Full-time,Midwest,No,4.4,0
12529,25,Female,Married,64624.15,Part-time,South,No,12.2,0
12530,61,Male,Married,55285.69,Full-time,South,Yes,1.3,1
12531,56,Female,Married,56212.8,Contract,South,No,12.5,0
12532,53,Male,Widowed,62307.02,Full-time,West,No,8.2,1
12533,63,Female,Single,80816.77,Part-time,West,No,3.7,0
12534,55,Female,Married,71474.39,Full-time,West,Yes,5.7,1
12535,64,Female,Single,52499.11,Full-time,Northeast,No,8.0,0
12536,46,Female,Married,92520.77,Full-time,South,Yes,6.5,1
12537,31,Female,Single,51389.3,Full-time,Midwest,No,1.6,0
12538,42,Female,Single,53940.08,Full-time,Midwest,Yes,6.7,1
12539,60,Male,Single,82505.4,Full-time,South,No,1.5,1
12540,48,Female,Single,87463.41,Full-time,Midwest,No,8.1,1
12541,48,Male,Divorced,70303.35,Full-time,Northeast,Yes,1.2,1
12542,23,Male,Married,45640.82,Full-time,Midwest,No,3.4,0
12543,62,Male,Widowed,66453.47,Full-time,West,Yes,4.7,1
12544,34,Male,Married,44494.05,Full-time,West,Yes,2.2,1
12545,30,Male,Single,102271.18,Full-time,West,Yes,6.1,1
12546,57,Male,Single,69307.52,Full-time,West,Yes,10.4,1
12547,43,Male,Single,77022.41,Contract,Midwest,Yes,0.8,1
12548,63,Female,Single,59445.87,Part-time,South,No,0.1,0
12549,47,Male,Married,92085.01,Full-time,Northeast,No,3.9,1
12550,33,Female,Married,57462.82,Full-time,Northeast,Yes,3.7,1
12551,38,Male,Single,52117.66,Full-time,Midwest,Yes,1.7,1
12552,35,Female,Single,69573.27,Full-time,Midwest,Yes,6.2,1
12553,35,Female,Single,78200.97,Full-time,West,No,7.0,1
12554,55,Female,Single,96930.42,Full-time,South,No,1.6,1
12555,41,Female,Single,89214.47,Full-time,West,Yes,4.6,1
12556,32,Male,Married,82926.27,Full-time,South,No,4.1,1
12557,37,Other,Single,54722.0,Full-time,West,Yes,1.7,1
12558,52,Female,Married,54404.89,Full-time,Northeast,Yes,13.9,1
12559,27,Female,Single,51832.3,Full-time,South,Yes,1.7,0
12560,40,Female,Single,62740.19,Full-time,Northeast,Yes,3.9,1
12561,58,Male,Married,36300.88,Full-time,West,Yes,1.9,1
12562,25,Female,Married,85481.87,Full-time,Northeast,No,0.0,0
12563,25,Male,Single,49631.2,Full-time,Midwest,Yes,0.4,0
12564,41,Female,Divorced,47778.52,Full-time,Northeast,Yes,1.1,1
12565,31,Male,Single,58912.52,Part-time,Northeast,Yes,6.7,0
12566,45,Female,Single,44864.25,Full-time,West,No,2.3,0
12567,56,Male,Married,74664.36,Full-time,Northeast,Yes,3.6,1
12568,47,Male,Married,50509.67,Full-time,Northeast,No,11.5,0
12569,58,Female,Single,72522.04,Full-time,Midwest,Yes,0.6,1
12570,59,Female,Single,78873.21,Part-time,South,Yes,7.9,1
12571,42,Female,Divorced,56759.64,Part-time,South,Yes,1.9,0
12572,61,Male,Single,54238.2,Full-time,Northeast,No,1.6,0
12573,60,Male,Single,52967.5,Full-time,South,Yes,3.9,1
12574,42,Female,Married,48766.7,Full-time,South,Yes,9.2,1
12575,31,Other,Divorced,58694.64,Contract,Northeast,Yes,1.7,0
12576,59,Female,Single,66010.71,Part-time,West,Yes,5.7,1
12577,25,Male,Married,44254.76,Full-time,Northeast,No,0.1,0
12578,41,Female,Married,55370.11,Full-time,South,Yes,3.9,1
12579,38,Male,Married,67366.65,Part-time,Midwest,Yes,4.0,1
12580,28,Female,Married,65520.14,Full-time,South,No,3.2,0
12581,25,Male,Widowed,24992.16,Full-time,West,Yes,11.1,0
12582,50,Male,Single,74504.48,Full-time,Northeast,No,11.2,1
12583,35,Female,Single,83576.74,Full-time,South,No,1.7,1
12584,24,Female,Divorced,56410.38,Part-time,South,Yes,2.4,0
12585,45,Male,Married,38976.39,Part-time,Midwest,No,6.3,0
12586,58,Male,Married,53534.18,Full-time,West,Yes,7.4,1
12587,37,Male,Married,53091.78,Full-time,South,Yes,2.2,1
12588,25,Female,Married,82997.83,Full-time,South,Yes,1.7,1
12589,45,Male,Married,48595.28,Full-time,Northeast,No,6.9,0
12590,55,Male,Divorced,59629.48,Full-time,West,Yes,1.9,1
12591,51,Female,Married,90173.55,Full-time,Midwest,Yes,2.1,1
12592,39,Female,Single,67414.71,Contract,South,Yes,0.6,1
12593,40,Female,Married,67933.96,Full-time,West,No,3.1,1
12594,52,Female,Married,63482.05,Full-time,West,Yes,1.6,1
12595,40,Female,Married,79665.3,Full-time,West,Yes,3.6,1
12596,40,Female,Married,71060.77,Full-time,West,Yes,2.4,1
12597,43,Female,Single,92803.15,Full-time,South,Yes,5.5,1
12598,45,Female,Married,94439.96,Full-time,West,Yes,1.3,1
12599,33,Male,Married,69705.75,Full-time,Northeast,Yes,0.8,1
12600,51,Other,Married,64441.61,Full-time,Northeast,Yes,4.9,1
12601,59,Male,Married,67454.31,Full-time,Midwest,Yes,1.9,1
12602,52,Male,Single,56503.55,Full-time,Midwest,No,3.3,0
12603,57,Male,Married,67006.17,Full-time,West,No,11.3,1
12604,40,Male,Married,43368.6,Full-time,Midwest,Yes,2.6,1
12605,57,Other,Married,54318.89,Full-time,West,Yes,0.7,1
12606,51,Female,Married,76797.3,Full-time,Northeast,Yes,2.2,1
12607,54,Female,Married,73070.82,Full-time,Northeast,Yes,2.6,1
12608,39,Female,Single,63090.65,Full-time,Northeast,Yes,5.8,1
12609,49,Female,Married,71283.4,Full-time,Northeast,No,0.9,1
12610,32,Male,Single,87592.35,Full-time,Midwest,Yes,1.7,1
12611,54,Female,Married,59215.79,Full-time,Midwest,No,0.2,0
12612,38,Female,Single,43471.97,Full-time,West,Yes,4.8,1
12613,27,Male,Single,74408.09,Full-time,Midwest,Yes,5.4,1
12614,25,Female,Married,73043.83,Contract,Northeast,No,2.4,0
12615,41,Male,Married,76395.44,Full-time,Northeast,Yes,3.1,1
12616,48,Male,Married,47041.7,Part-time,West,Yes,5.5,0
12617,36,Male,Married,42496.38,Full-time,Northeast,Yes,1.2,1
12618,27,Male,Married,68974.09,Full-time,Northeast,Yes,3.7,1
12619,35,Female,Married,67924.19,Contract,West,No,13.3,0
12620,32,Female,Married,59642.34,Part-time,West,Yes,4.3,0
12621,60,Male,Married,86701.13,Full-time,South,No,0.3,1
12622,30,Female,Married,64851.65,Full-time,Midwest,No,1.4,0
12623,47,Female,Married,83465.33,Full-time,Midwest,Yes,2.9,1
12624,37,Male,Divorced,78173.28,Part-time,West,Yes,0.3,1
12625,26,Male,Single,48651.46,Full-time,South,No,4.5,0
12626,31,Other,Divorced,51696.02,Full-time,Midwest,Yes,4.2,1
12627,24,Female,Single,45766.82,Full-time,Northeast,Yes,8.4,0
12628,34,Other,Single,71468.92,Full-time,West,No,2.8,1
12629,64,Male,Single,66471.62,Part-time,West,Yes,4.7,1
12630,51,Female,Married,85251.41,Part-time,Midwest,No,0.8,0
12631,27,Male,Single,73926.24,Full-time,Northeast,Yes,0.0,1
12632,38,Male,Divorced,45530.58,Full-time,Northeast,No,0.8,0
12633,40,Female,Married,58069.11,Part-time,West,No,0.3,0
12634,63,Male,Married,33343.45,Full-time,West,Yes,2.2,1
12635,56,Male,Married,69400.59,Full-time,Northeast,Yes,2.5,1
12636,47,Male,Divorced,106861.23,Full-time,West,Yes,4.1,1
12637,26,Male,Married,66962.27,Full-time,South,Yes,0.6,1
12638,50,Female,Married,68017.78,Contract,Midwest,No,1.0,0
12639,58,Female,Married,64740.24,Full-time,Northeast,No,6.4,1
12640,41,Male,Married,70337.77,Full-time,Midwest,No,3.4,1
12641,42,Male,Married,62656.48,Part-time,South,No,0.1,0
12642,31,Male,Single,74267.83,Full-time,West,No,7.5,1
12643,26,Female,Married,53413.74,Full-time,Midwest,No,4.0,0
